"No.","Scan List Name","Scan Channel Member","Scan Channel Member RX Frequency","Scan Channel Member TX Frequency","Scan Mode","Priority Channel Select","Priority Channel 1","Priority Channel 1 RX Frequency","Priority Channel 1 TX Frequency","Priority Channel 2","Priority Channel 2 RX Frequency","Priority Channel 2 TX Frequency","Revert Channel","Look Back Time A[s]","Look Back Time B[s]","Dropout Delay Time[s]","Dwell Time[s]"
"1","Scan TG 202","SW1F-202|SW1J-202|SW1I-202|SW8T-202|SV4P-202|SV2K-202|SV7O-202|SW2A-202|SW2G-202|SW8S-202|SV3O-202|SV3P-202|SW8P-202|SW8N-202|SV5H-202|SV5F-202|SV9J-202|SV9M-202|SV4R-202|SV9O-202|SV1U-202|SV1Y-202|SV4K-202|SZ7DAK-202|SZ7DAK1-202|SW2J-202|SZ8SAM-202|SZ2RCK-202|SZ4THE-202|SW2E-202|SV1N-202|SZ4KRD-202|SW2D-202|SW1N-202|SZ1SV-202|SV6G-202|SV4Q-202","438.81250|438.63750|438.73750|438.76250|438.90000|438.83750|438.15000|438.63750|438.93750|438.75000|439.23750|438.83750|438.93750|439.25000|438.76250|438.86250|438.68750|438.96250|438.68750|439.03750|439.00000|438.42500|438.90000|438.96250|439.31250|439.30000|438.91250|438.98750|438.78750|439.25000|439.35000|438.68750|439.05000|439.30000|439.27500|438.75000|438.97500","431.21250|431.03750|431.13750|431.16250|431.30000|431.23750|430.55000|431.03750|431.33750|431.15000|431.63750|431.23750|431.33750|431.65000|431.16250|431.26250|431.08750|431.36250|431.08750|431.43750|431.40000|430.82500|431.30000|431.36250|431.71250|431.70000|432.31250|431.38750|431.18750|431.65000|431.75000|431.08750|431.45000|431.70000|431.67500|431.15000|431.37500","Off","Off","Off","","","Off","","","Selected","2.0","3.0","3.1","3.1"
