"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot"
"187","SW2A-4246","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"188","SW2A-4247","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"189","SW2A-4248","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"190","SW2A-4249","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"191","SW2A-UNLINK","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"192","SW2A-STATUS","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"193","SW2A-ECHO","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"201","SW2G-202","438.93750","431.33750","D-Digital","Low","12.5K","Off","Off","202","Group Call","202","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","On","0","1","0","0","0"
"202","SW2G-8","438.93750","431.33750","D-Digital","Low","12.5K","Off","Off","8","Group Call","8","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","Off","0","1","0","0","0"
"203","SW2G-9","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","Off","0","1","0","0","0"
"204","SW2G-4048","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"205","SW2G-4148","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"206","SW2G-4240","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4240","Group Call","4240","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"207","SW2G-4241","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"208","SW2G-4242","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"209","SW2G-4243","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"210","SW2G- 4244","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"211","SW2G-4245","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"212","SW2G-4246","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"213","SW2G-4247","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"214","SW2G-4248","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"215","SW2G-4249","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"216","SW2G-UNLINK","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"217","SW2G-STATUS","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"218","SW2G-ECHO","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"226","SW8S-202","438.75000","431.15000","D-Digital","Turbo","12.5K","Off","Off","202","Group Call","202","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","On","0","1","0","0","0"
"227","SW8S-8","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","8","Group Call","8","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","On","0","1","0","0","0"
"228","SW8S-9","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","On","0","1","0","0","0"
"229","SW8S-4048","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"230","SW8S-4148","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"231","SW8S-4240","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4240","Group Call","4240","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"232","SW8S-4241","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"233","SW8S-4242","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"234","SW8S-4243","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"235","SW8S- 4244","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"236","SW8S-4245","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"237","SW8S-4246","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"238","SW8S-4247","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"239","SW8S-4248","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"240","SW8S-4249","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"241","SW8S-UNLINK","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"242","SW8S-STATUS","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"243","SW8S-ECHO","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"252","SV3O-202","439.23750","431.63750","D-Digital","Low","12.5K","Off","Off","202","Group Call","202","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","On","0","1","0","0","0"
"253","SV3O-8","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","8","Group Call","8","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","Off","0","1","0","0","0"
"254","SV3O-9","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","Off","0","1","0","0","0"
"255","SV3O-4048","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"256","SV3O-4148","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"257","SV3O-4240","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4240","Group Call","4240","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"258","SV3O-4241","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"259","SV3O-4242","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"260","SV3O-4243","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"261","SV3O- 4244","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"262","SV3O-4245","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"263","SV3O-4246","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"264","SV3O-4247","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"265","SV3O-4248","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"266","SV3O-4249","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"267","SV3O-UNLINK","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"268","SV3O-STATUS","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"269","SV3O-ECHO","439.23750","431.63750","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"277","SV3P-202","438.83750","431.23750","D-Digital","Low","12.5K","Off","Off","202","Group Call","202","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","On","0","1","0","0","0"
"278","SV3P-8","438.83750","431.23750","D-Digital","Low","12.5K","Off","Off","8","Group Call","8","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","Off","0","1","0","0","0"
"279","SV3P-9","438.83750","431.23750","D-Digital","Low","12.5K","Off","Off","9","Group Call","9","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","Off","0","1","0","0","0"
"280","SV3P-4048","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"281","SV3P-4148","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"282","SV3P-4240","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4240","Group Call","4240","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"283","SV3P-4241","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"284","SV3P-4242","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"285","SV3P-4243","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"286","SV3P- 4244","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"287","SV3P-4245","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"288","SV3P-4246","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"289","SV3P-4247","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"290","SV3P-4248","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"291","SV3P-4249","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"292","SV3P-UNLINK","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"293","SV3P-STATUS","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"294","SV3P-ECHO","438.83750","431.23750","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"302","SW8P-202","438.93750","431.33750","D-Digital","Low","12.5K","Off","Off","202","Group Call","202","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","On","0","1","0","0","0"
"303","SW8P-8","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","8","Group Call","8","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","On","0","1","0","0","0"
"304","SW8P-9","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","On","0","1","0","0","0"
