"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot"
"435","SV9M-4247","438.96250","431.36250","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"436","SV9M-4248","438.96250","431.36250","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"437","SV9M-4249","438.96250","431.36250","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"438","SV9M-UNLINK","438.96250","431.36250","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"439","SV9M-STATUS","438.96250","431.36250","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"440","SV9M-ECHO","438.96250","431.36250","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"447","SV9O-202","439.03750","431.43750","D-Digital","Low","12.5K","Off","Off","202","Group Call","202","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","On","0","1","0","0","0"
"448","SV9O-8","439.03750","431.43750","D-Digital","Low","12.5K","Off","Off","8","Group Call","8","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","Off","0","1","0","0","0"
"449","SV9O-9","439.03750","431.43750","D-Digital","Low","12.5K","Off","Off","9","Group Call","9","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Digital","1","0","Off","0","1","0","0","0"
"450","SV9O-4048","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"451","SV9O-4148","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"452","SV9O-4240","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4240","Group Call","4240","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"453","SV9O-4241","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"454","SV9O-4242","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"455","SV9O-4243","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"456","SV9O-4244","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"457","SV9O-4245","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"458","SV9O-4246","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"459","SV9O-4247","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"460","SV9O-4248","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"461","SV9O-4249","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"462","SV9O-UNLINK","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"463","SV9O-STATUS","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"464","SV9O-ECHO","439.03750","431.43750","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"469","SV4R-202","438.68750","431.08750","D-Digital","Mid","12.5K","Off","Off","202","Group Call","202","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","On","Digital","1","0","On","0","1","0","0","0"
"470","SV4R-8","438.68750","431.08750","D-Digital","Mid","12.5K","Off","Off","8","Group Call","8","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0"
"471","SV4R-9","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","On","Digital","1","0","Off","0","1","0","0","0"
"472","SV4R-4048","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"473","SV4R-4148","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"474","SV4R-4240","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4240","Group Call","4240","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"475","SV4R-4241","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"476","SV4R-4242","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"477","SV4R-4243","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"478","SV4R-4244","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"479","SV4R-4245","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"480","SV4R-4246","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"481","SV4R-4247","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"482","SV4R-4248","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"483","SV4R-4249","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"484","SV4R-UNLINK","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"485","SV4R-STATUS","438.68750","431.08750","D-Digital","Turbo","12.5K","Off","Off","5000","Group Call","5000","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"486","SV4R-ECHO","438.68750","431.08750","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SY2CRI","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"490","SW2E-202","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","202","Group Call","202","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"491","SW2E-8","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","8","Group Call","8","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"492","SW2E-9","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"493","SW2E-4048","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"494","SW2E-4148","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"495","SW2E-4240","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4240","Group Call","4240","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"496","SW2E-4241","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"497","SW2E-4242","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"498","SW2E-4243","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"499","SW2E-4244","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"500","SW2E-4245","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"501","SW2E-4246","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"502","SW2E-4247","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"503","SW2E-4248","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"504","SW2E-4249","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"505","SW2E-UNLINK","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"506","SW2E-STATUS","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"507","SW2E-ECHO","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"511","SV1U-202","439.00000","431.40000","D-Digital","Mid","12.5K","Off","Off","202","Group Call","202","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","On","Digital","1","0","On","0","1","0","0","0"
"512","SV1U-8","439.00000","431.40000","D-Digital","Mid","12.5K","Off","Off","8","Group Call","8","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","On","Digital","1","0","On","0","1","0","0","0"
"513","SV1U-9","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","On","Digital","1","0","On","0","1","0","0","0"
"514","SV1U-4048","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","Off","0","1","0","0","0"
"515","SV1U4148","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"516","SV1U-4240","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4240","Group Call","4240","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"517","SV1U-4241","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","On","0","1","0","0","0"
"518","SV1U-4242","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"519","SV1U-4243","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"520","SV1U-4244","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"521","SV1U-4245","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"522","SV1U-4246","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"523","SV1U-4247","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"524","SV1U-4248","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"525","SV1U-4249","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"526","SV1U-UNLINK","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"527","SV1U-STATUS","439.00000","431.40000","D-Digital","Turbo","12.5K","Off","Off","5000","Group Call","5000","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"528","SV1U-ECHO","439.00000","431.40000","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SY2CRI","Different Color Code","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","On","0","1","0","0","0"
"532","SV1N-202","439.35000","431.75000","D-Digital","Mid","12.5K","Off","Off","202","Group Call","202","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"533","SV1N-8","439.35000","431.75000","D-Digital","Mid","12.5K","Off","Off","8","Group Call","8","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"534","SV1N-9","439.35000","431.75000","D-Digital","Mid","12.5K","Off","Off","9","Group Call","9","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"535","SV1N-4048","439.35000","431.75000","D-Digital","Mid","12.5K","Off","Off","4048","Group Call","4048","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
"536","SV1N-4148","439.35000","431.75000","D-Digital","Mid","12.5K","Off","Off","4148","Group Call","4148","SY2CRI","Always","Carrier","Off","1","1","1","Off","1","2","None","8+9","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0"
